domain	url	http_code	domain_whois_created	domain_whois_changed	domain_whois_expires	domain_internet_archive_created	domain_moz_domain_authority	domain_moz_mozrank	links	external_equity_links	document_html_length	document_text_length	document_text_to_html_ratio	document_html_meta_title_length	document_html_meta_description_length	document_html_meta_keyword_length	document_links_count	document_links_attr_follow_count	document_links_attr_nofollow_count	document_website_links_attr_follow_count	document_website_links_attr_nofollow_count	document_link_distribution_range_1	document_link_distribution_range_2	document_link_distribution_range_3	document_link_distribution_range_4	document_link_distribution_range_5	document_website_link_distribution_range_1	document_website_link_distribution_range_2	document_website_link_distribution_range_3	document_website_link_distribution_range_4	document_website_link_distribution_range_5	document_external_link_distribution_range_1	document_external_link_distribution_range_2	document_external_link_distribution_range_3	document_external_link_distribution_range_4	document_external_link_distribution_range_5	document_performance_total_time	document_performance_speed_download	document_security_google_safe_browsing
www.goldenline.pl	http://www.goldenline.pl/firma/mybaze-com/	200	NULL	NULL	NULL	2005-07-24 08:27:39.0000	69.7675	6.4224	481284.0000	18335.0000	37059	2777	7.4935	18	295	77	72	61	11	1	0	9	9	13	18	13	NULL	1	NULL	NULL	NULL	NULL	1	NULL	2	3	0.3982	93065	0
www.goldenline.pl	http://www.goldenline.pl/firma/portal-turystyczny-wakacje-pl/	200	NULL	NULL	NULL	2005-07-24 08:27:39.0000	69.7675	6.4224	481284.0000	18335.0000	54493	5161	9.4709	37	323	193	120	109	11	1	0	11	13	33	36	17	NULL	1	NULL	NULL	NULL	NULL	1	NULL	NULL	5	0.4284	127208	0
www.goldenline.pl	http://www.goldenline.pl/firma/portal-turystyczny-wakacje-pl/opinie	200	NULL	NULL	NULL	2005-07-24 08:27:39.0000	69.7675	6.4224	481284.0000	18335.0000	45813	3709	8.0960	38	323	193	88	77	11	1	0	10	10	13	30	15	NULL	1	NULL	NULL	NULL	NULL	1	NULL	NULL	5	0.2973	154107	0
www.goldenline.pl	http://www.goldenline.pl/praca/oferta/311071/offline	200	NULL	NULL	NULL	2005-07-24 08:27:39.0000	69.7675	6.4224	481284.0000	18335.0000	26349	3205	12.1636	84	199	98	37	32	5	2	0	9	4	9	6	6	NULL	NULL	NULL	1	1	NULL	NULL	NULL	2	1	0.6539	40293	0
www.goldenline.pl	http://www.goldenline.pl/praca/oferta/324509/offline	200	NULL	NULL	NULL	2005-07-24 08:27:39.0000	69.7675	6.4224	481284.0000	18335.0000	26355	3205	12.1609	84	199	98	37	32	5	2	0	9	4	9	6	6	NULL	NULL	NULL	1	1	NULL	NULL	NULL	2	1	0.6480	40672	0
www.gosiatravel.pl	http://www.gosiatravel.pl/wczasy-wycieczki.php	200	NULL	NULL	NULL	2004-12-04 18:40:11.0000	13.2660	3.8184	8.0000	7.0000	8070	679	8.4139	17	175	167	41	41	0	0	0	NULL	7	7	18	9	NULL	NULL	NULL	NULL	NULL	NULL	NULL	5	18	9	0.3169	25468	0
www.gosnet.pl	http://www.gosnet.pl/page/nowy_algorytm_google_w_polsce	200	NULL	NULL	NULL	2010-06-03 23:02:48.0000	27.0580	5.6022	138.0000	78.0000	21085	3846	18.2405	29	0	0	49	44	5	2	0	2	9	4	18	14	NULL	1	NULL	NULL	NULL	NULL	2	2	4	3	0.1754	120189	0
www.got-blogger.com	http://www.got-blogger.com/damianhome/	200	NULL	NULL	NULL	2014-12-17 03:50:00.0000	25.8336	3.7512	417.0000	0.0000	227951	32567	14.2868	16	91	284	508	495	13	2	0	154	39	85	85	82	NULL	NULL	NULL	NULL	2	37	29	43	47	37	0.7478	304832	0
www.gramada.zywiec.pl	http://www.gramada.zywiec.pl/gramada.php?go=lastminuteop.html	200	NULL	NULL	NULL	2012-05-12 16:57:35.0000	48.7453	3.2913	9.0000	3.0000	9173	367	4.0009	34	0	0	35	35	0	0	0	1	9	1	6	18	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	6	18	0.0934	98211	0
www.gramada.zywiec.pl	http://www.gramada.zywiec.pl/index2.php?modul=oferty&kat_id=8	200	NULL	NULL	NULL	2012-05-12 16:57:35.0000	48.7453	3.2913	9.0000	3.0000	9799	413	4.2147	34	0	0	33	33	0	0	0	NULL	8	1	5	19	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	5	19	0.9417	10405	0
www.grancanaria.pl	http://www.grancanaria.pl/	200	NULL	NULL	NULL	2001-03-02 06:00:34.0000	10.9917	3.9436	60.0000	1.0000	56305	8409	14.9347	66	132	90	34	34	0	31	0	6	23	NULL	NULL	5	5	21	NULL	NULL	5	5	21	NULL	NULL	5	0.6910	81479	0
www.groesbeck.pl	http://www.groesbeck.pl/jobs-in,Rio%20do%20Sul%20-%20SC.html	200	NULL	NULL	NULL	NULL	14.2306	2.9611	19.0000	11.0000	18069	7484	41.4190	43	0	0	74	74	0	0	0	13	10	10	10	31	NULL	NULL	NULL	NULL	NULL	3	NULL	NULL	NULL	NULL	0.7510	24059	0
www.groesbeck.pl	http://www.groesbeck.pl/jobs,ANGELONI.html	200	NULL	NULL	NULL	NULL	14.2306	2.9611	19.0000	11.0000	48693	15060	30.9285	36	0	0	445	445	0	0	0	47	71	110	108	109	NULL	NULL	NULL	NULL	NULL	5	NULL	NULL	NULL	NULL	1.1645	41813	0
www.groesbeck.pl	http://www.groesbeck.pl/jobs,For%20Arbeit.html	200	NULL	NULL	NULL	NULL	14.2306	2.9611	19.0000	11.0000	41029	12251	29.8594	38	0	0	395	395	0	0	0	31	88	96	90	90	NULL	NULL	NULL	NULL	NULL	3	NULL	NULL	NULL	NULL	0.5947	68992	0
www.groesbeck.pl	http://www.groesbeck.pl/jobs,WELLSAT.html	200	NULL	NULL	NULL	NULL	14.2306	2.9611	19.0000	11.0000	31877	8470	26.5709	35	0	0	361	359	2	0	0	74	76	68	73	70	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	0.7764	41056	0
www.groesbeck.pl	http://www.groesbeck.pl/key,Condutor.html	200	NULL	NULL	NULL	NULL	14.2306	2.9611	19.0000	11.0000	24960	7393	29.6194	30	0	0	186	186	0	0	0	20	21	16	52	77	NULL	NULL	NULL	NULL	NULL	3	NULL	NULL	NULL	NULL	0.7984	31263	0
www.groesbeck.pl	http://www.groesbeck.pl/key,Datasul,3.html	200	NULL	NULL	NULL	NULL	14.2306	2.9611	19.0000	11.0000	23532	6567	27.9067	29	0	0	172	172	0	0	0	17	14	15	56	70	NULL	NULL	NULL	NULL	NULL	2	NULL	NULL	NULL	NULL	0.5026	46823	0
www.groesbeck.pl	http://www.groesbeck.pl/key,Demonstrador,Rio%20Grande%20do%20Sul.html	200	NULL	NULL	NULL	NULL	14.2306	2.9611	19.0000	11.0000	21705	7425	34.2087	42	0	0	156	156	0	0	0	16	20	12	43	65	NULL	NULL	NULL	NULL	NULL	2	NULL	NULL	NULL	NULL	0.5448	39840	0
www.groesbeck.pl	http://www.groesbeck.pl/key,Desenho,1.html	200	NULL	NULL	NULL	NULL	14.2306	2.9611	19.0000	11.0000	28076	8589	30.5920	29	0	0	184	184	0	0	0	18	19	18	36	93	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	0.7609	36897	0
www.groesbeck.pl	http://www.groesbeck.pl/key,Diretor,Cear%C3%A1.html	200	NULL	NULL	NULL	NULL	14.2306	2.9611	19.0000	11.0000	21183	7040	33.2342	26	0	0	147	147	0	0	0	14	12	14	44	63	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	0.5025	42152	0
www.groesbeck.pl	http://www.groesbeck.pl/key,Educador.html	200	NULL	NULL	NULL	NULL	14.2306	2.9611	19.0000	11.0000	22756	6951	30.5458	30	0	0	170	170	0	0	0	17	16	12	57	68	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	0.4784	47565	0
www.groesbeck.pl	http://www.groesbeck.pl/key,Erp,Acre.html	200	NULL	NULL	NULL	NULL	14.2306	2.9611	19.0000	11.0000	6835	1145	16.7520	20	0	0	102	102	0	0	0	10	31	21	21	19	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	0.5725	11938	0
www.groesbeck.pl	http://www.groesbeck.pl/key,Estrutura.html	200	NULL	NULL	NULL	NULL	14.2306	2.9611	19.0000	11.0000	26646	8363	31.3856	31	0	0	176	176	0	0	0	18	14	15	43	86	NULL	NULL	NULL	NULL	NULL	4	1	NULL	NULL	NULL	0.8999	29611	0
www.groesbeck.pl	http://www.groesbeck.pl/key,Extrusor.html	200	NULL	NULL	NULL	NULL	14.2306	2.9611	19.0000	11.0000	22389	6927	30.9393	30	0	0	176	175	1	0	0	19	18	15	57	67	NULL	NULL	NULL	NULL	NULL	3	NULL	NULL	NULL	NULL	0.4913	45573	0
www.groesbeck.pl	http://www.groesbeck.pl/key,Fresador.html	200	NULL	NULL	NULL	NULL	14.2306	2.9611	19.0000	11.0000	22403	6906	30.8262	30	0	0	171	171	0	0	0	18	14	15	57	67	NULL	NULL	NULL	NULL	NULL	2	NULL	NULL	NULL	NULL	0.7229	30992	0
www.groesbeck.pl	http://www.groesbeck.pl/key,Noturno,Goi%C3%A1s.html	200	NULL	NULL	NULL	NULL	14.2306	2.9611	19.0000	11.0000	21194	6263	29.5508	26	0	0	147	146	1	0	0	16	12	13	43	63	NULL	NULL	NULL	NULL	NULL	3	NULL	NULL	NULL	NULL	0.5017	42243	0
www.groesbeck.pl	http://www.groesbeck.pl/key,Or%C3%A7amentista,Para%C3%ADba.html	200	NULL	NULL	NULL	NULL	14.2306	2.9611	19.0000	11.0000	9720	2557	26.3066	34	0	0	117	117	0	0	0	8	10	41	30	28	NULL	NULL	NULL	NULL	NULL	1	2	NULL	NULL	1	0.6503	14946	0
www.groesbeck.pl	http://www.groesbeck.pl/key,Terapeuta.html	200	NULL	NULL	NULL	NULL	14.2306	2.9611	19.0000	11.0000	23636	6880	29.1081	31	0	0	177	176	1	0	0	19	18	15	54	71	NULL	NULL	NULL	NULL	NULL	4	NULL	NULL	NULL	NULL	0.6065	38973	0
www.groesbeck.pl	http://www.groesbeck.pl/key,Tosador,2.html	200	NULL	NULL	NULL	NULL	14.2306	2.9611	19.0000	11.0000	23081	7484	32.4249	29	0	0	173	173	0	0	0	20	14	14	56	69	NULL	NULL	NULL	NULL	NULL	3	NULL	NULL	NULL	NULL	0.4926	46855	0
www.groesbeck.pl	http://www.groesbeck.pl/key,Tradutor.html	200	NULL	NULL	NULL	NULL	14.2306	2.9611	19.0000	11.0000	22670	6519	28.7561	30	0	0	173	173	0	0	0	18	15	15	57	68	NULL	NULL	NULL	NULL	NULL	4	NULL	NULL	NULL	NULL	0.7195	31506	0
www.groesbeck.pl	http://www.groesbeck.pl/key,Usina,Rio%20Grande%20do%20Sul.html	200	NULL	NULL	NULL	NULL	14.2306	2.9611	19.0000	11.0000	9512	2087	21.9407	35	0	0	112	112	0	0	0	7	7	42	28	28	NULL	NULL	NULL	NULL	NULL	1	2	NULL	NULL	NULL	0.6784	14020	0
www.groupon.pl	http://www.groupon.pl/oferty/cala-polska/wakacje-online/129595	200	NULL	NULL	NULL	2010-03-15 12:23:53.0000	48.0743	5.8535	59209.0000	38229.0000	67922	10651	15.6812	34	164	99	100	100	0	5	0	2	34	13	20	22	NULL	NULL	2	3	NULL	NULL	NULL	4	3	7	0.9978	68075	0
www.grupaimpact.pl	http://www.grupaimpact.pl/project/wakacje-pl-billboardy-sponsorskie-2013/	200	NULL	NULL	NULL	2007-10-08 13:05:29.0000	16.1625	3.8889	36.0000	7.0000	19825	604	3.0467	77	0	0	17	10	7	1	0	1	NULL	8	7	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	1	NULL	NULL	0.9548	20764	0
www.grupaimpact.pl	http://www.grupaimpact.pl/project/wakacje-pl-reklama-2014/	200	NULL	NULL	NULL	2007-10-08 13:05:29.0000	16.1625	3.8889	36.0000	7.0000	20547	653	3.1781	62	0	0	20	10	10	1	0	1	3	7	8	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	1	NULL	NULL	0.4255	48287	0
www.gry-online.pl	http://www.gry-online.pl/S043.asp?ID=13184252	200	NULL	NULL	NULL	2001-02-02 16:14:00.0000	57.5970	5.8207	61519.0000	8536.0000	26178	7280	27.8096	71	250	8	45	45	0	1	0	2	20	9	5	9	NULL	NULL	NULL	NULL	1	NULL	6	NULL	NULL	2	0.2199	119053	0
www.gry.mportalik.com	http://www.gry.mportalik.com/kody_gry.php?cmd=tyt&l=C	200	NULL	NULL	NULL	2006-05-21 23:50:32.0000	44.2722	0.0000	0.0000	0.0000	25377	1805	7.1127	28	0	0	115	115	0	1	0	9	6	52	24	24	NULL	NULL	NULL	NULL	1	2	3	NULL	NULL	3	0.5569	45569	0
www.grzelczakrafal.pl	http://www.grzelczakrafal.pl/linki.html	200	NULL	NULL	NULL	2013-03-29 17:09:17.0000	NULL	NULL	NULL	NULL	13512	2544	18.8277	124	218	155	85	85	0	1	0	9	22	24	12	15	NULL	1	NULL	NULL	NULL	2	21	24	10	4	0.1642	82295	0
www.gwiazdor.pl	http://www.gwiazdor.pl/strona/10224,wakacje-pl-portal-turystyczny/	200	NULL	NULL	NULL	2001-07-01 03:19:13.0000	56.3846	6.6135	74468.0000	43298.0000	13282	2409	18.1373	33	118	0	61	60	1	1	0	10	1	13	4	16	NULL	1	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	0.1860	71416	0
www.happyviza.com	http://www.happyviza.com/phpbb3/viewtopic.php?f=50&t=191	200	NULL	NULL	NULL	2012-10-26 17:31:05.0000	16.8843	3.9563	90.0000	0.0000	87395	22084	25.2692	112	90	306	170	55	115	1	0	24	15	3	6	8	NULL	1	NULL	NULL	NULL	8	15	3	6	4	0.5388	162210	0
www.happyviza.com	http://www.happyviza.com/phpbb3/viewtopic.php?f=50&t=191	200	NULL	NULL	NULL	2012-10-26 17:31:05.0000	16.8843	3.9563	90.0000	0.0000	87729	22274	25.3896	112	90	306	173	58	115	1	0	27	15	3	6	8	NULL	1	NULL	NULL	NULL	10	15	3	6	4	1.4033	62516	0
www.hirsutyzm.fora.pl	http://www.hirsutyzm.fora.pl/leczenie,4/leczenie-a-wiek-moje-watpliwosci,689-15.html	200	NULL	NULL	NULL	2006-06-26 04:56:54.0000	57.9187	0.0000	1.0000	0.0000	29718	2673	8.9945	53	105	35	59	59	0	1	0	9	9	7	5	10	NULL	NULL	NULL	1	NULL	10	NULL	1	1	5	0.3097	95956	0
www.hirsutyzm.fora.pl	http://www.hirsutyzm.fora.pl/przychodnie-lekarze,8/poszukuje-dobrego-lekarza-w-lodzi,92-15.html	200	NULL	NULL	NULL	2006-06-26 04:56:54.0000	57.9187	0.0000	1.0000	0.0000	65254	7887	12.0866	56	105	35	147	147	0	1	0	21	16	13	15	15	NULL	1	NULL	NULL	NULL	10	2	NULL	NULL	5	0.4606	141672	0
www.hiszpania-online.com	http://www.hiszpania-online.com/phpBB2/viewtopic.php?t=2080	200	NULL	NULL	NULL	2000-12-11 07:37:00.0000	29.5517	5.0567	510.0000	161.0000	84926	7521	8.8559	67	0	0	141	141	0	1	0	15	21	NULL	NULL	9	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	4	0.3825	222024	0
www.hiszpania-online.com	http://www.hiszpania-online.com/phpBB2/viewtopic.php?t=2972	200	NULL	NULL	NULL	2000-12-11 07:37:00.0000	29.5517	5.0567	510.0000	161.0000	51365	3951	7.6920	52	0	0	75	75	0	1	0	NULL	16	6	5	8	NULL	NULL	1	NULL	NULL	NULL	NULL	1	NULL	2	0.2557	200890	0
www.hkartist.net	http://www.hkartist.net/forums/index.php?showuser=69025	200	NULL	NULL	NULL	2000-08-16 07:09:29.0000	29.9543	5.1332	97.0000	90.0000	33316	943	2.8305	19	396	0	20	20	0	2	0	1	NULL	NULL	4	3	NULL	NULL	NULL	NULL	2	NULL	NULL	NULL	NULL	2	2.5134	13255	0
www.holkatravel.pl	http://www.holkatravel.pl/kontakt	200	NULL	NULL	NULL	2013-07-09 13:20:39.0000	11.9262	3.3184	12.0000	0.0000	14274	708	4.9601	22	0	0	35	35	0	1	0	9	7	7	1	10	NULL	NULL	NULL	NULL	1	1	NULL	NULL	NULL	10	1.9089	7477	0
www.holkatravel.pl	http://www.holkatravel.pl/kup-bilet	200	NULL	NULL	NULL	2013-07-09 13:20:39.0000	11.9262	3.3184	12.0000	0.0000	7197	90	1.2505	24	0	0	25	25	0	1	0	2	7	5	NULL	10	NULL	NULL	NULL	NULL	1	1	NULL	NULL	NULL	10	0.9998	7198	0
www.hotele.ii.pl	http://www.hotele.ii.pl/index.php	200	NULL	NULL	NULL	2005-08-10 08:04:15.0000	32.0833	5.7446	468.0000	4.0000	13738	1788	13.0150	29	0	0	61	61	0	1	0	3	12	6	10	30	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	3	0.2476	55493	0
www.hotis.pl	http://www.hotis.pl/forum/viewtopic.php?t=79	200	NULL	NULL	NULL	2007-06-23 11:41:48.0000	22.8405	5.0170	1611.0000	573.0000	54547	7669	14.0594	82	0	0	153	153	0	1	0	11	13	13	16	7	NULL	NULL	NULL	1	NULL	1	2	NULL	1	6	0.9180	59421	0
www.hrpolska.pl	http://www.hrpolska.pl/	200	NULL	NULL	NULL	2013-05-28 12:23:11.0000	17.3388	4.5555	252.0000	15.0000	135412	14827	10.9495	42	0	0	448	448	0	1	0	81	73	91	125	75	NULL	NULL	NULL	NULL	1	10	22	1	10	49	0.6121	221209	0
www.hrpolska.pl	http://www.hrpolska.pl/hr/eventy/mi-dzynarodowa-konferencja-obraz-polskiego-rynku-pracy-w-wynikach-5-edycji-bada-bkl-wyzwania-na-dzi-i-na-jutro.html	200	NULL	NULL	NULL	2013-05-28 12:23:11.0000	17.3388	4.5555	252.0000	15.0000	26310	3272	12.4363	127	0	0	77	77	0	1	0	1	19	6	20	29	NULL	NULL	NULL	1	NULL	NULL	2	3	20	3	1.3790	19078	0
www.ideabest.pl	http://www.ideabest.pl/linki-sponsorowane,70.html	200	NULL	NULL	NULL	2011-03-19 07:35:13.0000	NULL	NULL	NULL	NULL	24401	7656	31.3758	44	0	0	77	76	1	1	0	18	45	3	3	8	NULL	NULL	NULL	NULL	1	NULL	NULL	1	NULL	2	0.5926	41176	0
www.idealnewakacje.pl	http://www.idealnewakacje.pl/	200	NULL	NULL	NULL	2005-12-14 09:54:37.0000	16.2555	4.4383	149.0000	137.0000	173291	228	0.1316	31	0	0	48	48	0	0	0	41	4	2	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	0.5329	325197	0
www.idealnewakacje.pl	http://www.idealnewakacje.pl/?ep3[]=?ro=PA&sd=*0&ed=*240&d=4&a=2&tt=B&sp=3&st=PA	200	NULL	NULL	NULL	2005-12-14 09:54:37.0000	16.2555	4.4383	149.0000	137.0000	221742	228	0.1028	31	0	0	28	28	0	0	0	18	6	NULL	2	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	0.6463	343076	0
www.ilounge.com	http://www.ilounge.com/index.php/member/memberlist/0-total_posts-desc-20-98320/P169920	200	NULL	NULL	NULL	1999-11-27 11:17:00.0000	69.3568	6.0463	74678.0000	67811.0000	39097	1194	3.0539	21	0	0	31	31	0	1	0	NULL	6	21	4	NULL	NULL	NULL	1	NULL	NULL	NULL	1	5	1	NULL	0.4433	88202	0
www.ilounge.com	http://www.ilounge.com/index.php/member/memberlist/0-total_posts-desc-20-98320/P170000	200	NULL	NULL	NULL	1999-11-27 11:17:00.0000	69.3568	6.0463	74678.0000	67811.0000	39097	1194	3.0539	21	0	0	31	31	0	1	0	NULL	6	21	4	NULL	NULL	NULL	1	NULL	NULL	NULL	1	5	1	NULL	2.3813	16418	0
www.info.mojeauto.pl	http://www.info.mojeauto.pl/cms/?id=450	200	NULL	NULL	NULL	NULL	49.7664	0.0000	0.0000	0.0000	95927	6408	6.6801	26	0	0	266	265	1	2	0	58	62	46	42	58	NULL	NULL	NULL	2	NULL	58	51	46	40	47	0.3493	274591	0
www.infobrokering.com.pl	http://www.infobrokering.com.pl/lista-klientow/	200	NULL	NULL	NULL	2004-04-09 09:55:02.0000	27.8889	5.4005	1084.0000	469.0000	65051	1585	2.4365	31	0	0	188	188	0	1	0	34	55	39	40	20	NULL	NULL	NULL	NULL	1	1	14	39	40	19	4.8096	13525	0
www.infobrokerka.pl	http://www.infobrokerka.pl/informacja-medyczna-w-internecie/	200	NULL	NULL	NULL	2013-04-08 09:42:50.0000	16.4303	5.6192	165.0000	44.0000	29054	5821	20.0351	47	98	0	49	39	10	1	0	1	12	9	19	8	NULL	NULL	1	NULL	NULL	NULL	2	7	1	1	0.5661	51327	0
www.infomaza.bielsko.pl	http://www.infomaza.bielsko.pl/biura_podr.php	200	NULL	NULL	NULL	2001-10-12 01:27:04.0000	54.5694	4.2385	88.0000	13.0000	99115	20197	20.3773	33	0	0	293	293	0	1	0	95	26	27	30	34	NULL	NULL	NULL	NULL	1	3	14	12	14	16	0.3979	249088	0
www.infomed-software.pl	http://www.infomed-software.pl/	200	NULL	NULL	NULL	2008-03-29 15:42:51.0000	14.0549	4.5141	2.0000	1.0000	20392	5294	25.9612	7	87	0	33	33	0	3	0	7	2	10	14	NULL	NULL	2	NULL	1	NULL	NULL	2	10	7	NULL	0.2506	81376	0
www.infomedsoftware.com	http://www.infomedsoftware.com/	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	639	7	1.0955	7	29	31	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.1262	5062	0
www.informat.com.pl	http://www.informat.com.pl/category/pozycjonowanie/page/2/	200	NULL	NULL	NULL	1999-04-29 17:21:43.0000	NULL	NULL	NULL	NULL	29543	11573	39.1734	82	149	0	68	67	1	1	0	9	5	6	20	28	NULL	NULL	1	NULL	NULL	NULL	1	1	11	NULL	0.7169	41208	0
www.informat.com.pl	http://www.informat.com.pl/pozycjonowanie-i-optymalizacja-stron-www-jak-to-sie-robi/	200	NULL	NULL	NULL	1999-04-29 17:21:43.0000	NULL	NULL	NULL	NULL	22294	5079	22.7819	86	166	161	53	52	1	1	0	6	1	5	22	19	NULL	NULL	1	NULL	NULL	NULL	NULL	2	6	NULL	0.6535	34117	0
www.informator.bemowa.pl	http://www.informator.bemowa.pl/news.php?news=old	200	NULL	NULL	NULL	2012-11-30 05:33:39.0000	22.6800	0.0000	2.0000	0.0000	71343	4795	6.7211	44	0	0	207	207	0	1	0	12	55	34	46	57	NULL	NULL	NULL	NULL	1	4	NULL	NULL	6	2	0.6259	113977	0
www.inkoso.host56.com	http://www.inkoso.host56.com/tasg/pionizatory.html	500	NULL	NULL	NULL	NULL	53.4963	3.7418	74.0000	59.0000	2127	210	9.8731	13	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1.7319	1228	0
www.internetpr.pl	http://www.internetpr.pl/gielda_pracy/art16370,.html	200	NULL	NULL	NULL	2002-05-23 22:26:31.0000	35.2581	5.5259	4268.0000	3278.0000	22224	2613	11.7576	26	0	0	48	48	0	2	0	10	14	4	6	14	NULL	NULL	2	NULL	NULL	NULL	2	3	3	13	1.7770	12506	0
www.internetpr.pl	http://www.internetpr.pl/gielda_pracy/art16486,.html	200	NULL	NULL	NULL	2002-05-23 22:26:31.0000	35.2581	5.5259	4268.0000	3278.0000	22270	2661	11.9488	26	0	0	48	48	0	2	0	10	14	4	6	14	NULL	NULL	2	NULL	NULL	NULL	2	3	3	13	0.2654	83918	0
www.internetstandard.pl	http://www.internetstandard.pl/konferencja/ecommerce2014	200	NULL	NULL	NULL	2000-08-22 02:14:20.0000	45.7164	5.7765	38501.0000	27414.0000	48790	7924	16.2410	43	176	255	79	60	19	0	1	8	12	NULL	18	8	NULL	NULL	NULL	1	NULL	1	NULL	NULL	18	2	0.8563	56979	0
www.internetstandard.pl	http://www.internetstandard.pl/news/357209_2/Blog.roku.wybrany.przez.pomylke.html	200	NULL	NULL	NULL	2000-08-22 02:14:20.0000	45.7164	5.7765	38501.0000	27414.0000	58911	5521	9.3718	81	196	0	141	124	17	0	1	18	49	28	45	1	NULL	1	NULL	NULL	NULL	3	8	1	16	NULL	0.4994	117965	0
www.ipromocja.pl	http://www.ipromocja.pl/bywidocznym-pl-reklama-internetowa-i-pozycjonowanie-witryn-blog-s70845.html	200	NULL	NULL	NULL	2007-02-07 13:09:39.0000	20.1446	3.9724	135.0000	29.0000	41493	3225	7.7724	121	452	231	105	105	0	0	0	15	19	20	22	28	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	4	0.2308	179772	0
www.is.umk.pl	http://www.is.umk.pl/~duch/search.html	200	NULL	NULL	NULL	2006-07-09 03:38:34.0000	63.0902	4.0524	78.0000	12.0000	39003	11995	30.7540	43	0	0	573	573	0	1	0	120	117	112	107	97	NULL	NULL	NULL	1	NULL	99	114	107	103	94	0.3456	112847	0
www.isearch.pl	http://www.isearch.pl/	200	NULL	NULL	NULL	2001-04-05 00:23:33.0000	24.5898	4.4460	29.0000	2.0000	10040	1891	18.8347	160	0	0	33	33	0	1	0	6	5	4	11	7	NULL	NULL	NULL	1	NULL	NULL	NULL	3	11	NULL	0.3740	26842	0
www.isender.pl	http://www.isender.pl/	200	NULL	NULL	NULL	2009-10-21 00:59:53.0000	20.7343	5.4740	369.0000	299.0000	22835	2545	11.1452	68	120	280	36	35	1	1	0	1	9	6	11	9	NULL	NULL	NULL	1	NULL	NULL	1	NULL	7	2	0.3024	75520	0
www.it.tarnow.pl	http://www.it.tarnow.pl/index.php/pol/Przydatne-informacje/Biura-podrozy-PTTK-PTT	200	NULL	NULL	NULL	2002-04-21 02:09:15.0000	57.1992	5.6412	12122.0000	12052.0000	34701	6285	18.1119	145	67	110	119	116	3	1	0	11	23	23	35	22	NULL	NULL	NULL	1	NULL	NULL	8	1	25	6	1.0922	31771	0
www.itaka.gala.pl	http://www.itaka.gala.pl/	200	NULL	NULL	NULL	2010-02-12 07:04:27.0000	49.6340	3.7476	9.0000	8.0000	16381	1453	8.8700	12	0	0	29	29	0	28	0	2	1	7	12	6	2	NULL	7	12	6	2	NULL	7	12	6	0.1808	90588	0
www.itaka.gala.pl	http://www.itaka.gala.pl/index.php	200	NULL	NULL	NULL	2010-02-12 07:04:27.0000	49.6340	3.7476	9.0000	8.0000	16380	1453	8.8706	12	0	0	29	29	0	28	0	2	1	7	12	6	2	NULL	7	12	6	2	NULL	7	12	6	0.2396	68363	0
www.ittechnology.us	http://www.ittechnology.us/16-semcamp-w-warszawie-zarejestruj-sie-juz-teraz/	200	NULL	NULL	NULL	2007-01-01 06:53:14.0000	49.7496	6.0974	10146.0000	5379.0000	33376	10055	30.1264	54	160	74	90	57	33	1	0	7	6	12	31	34	NULL	1	NULL	NULL	NULL	NULL	3	3	13	3	0.4194	79579	0
www.ittechnology.us	http://www.ittechnology.us/mala-firma-w-sieci-czyli-nasza-nowa-ksiazka-o-internecie/	200	NULL	NULL	NULL	2007-01-01 06:53:14.0000	49.7496	6.0974	10146.0000	5379.0000	24855	6773	27.2501	66	169	11	71	48	23	0	0	2	9	13	17	30	NULL	NULL	NULL	NULL	NULL	NULL	1	4	8	1	0.5640	44065	0
www.ittechnology.us	http://www.ittechnology.us/social-media/	200	NULL	NULL	NULL	2007-01-01 06:53:14.0000	49.7496	6.0974	10146.0000	5379.0000	47083	22775	48.3720	54	165	69	103	59	44	0	1	8	6	22	23	44	NULL	NULL	1	NULL	NULL	NULL	6	8	10	7	0.4963	94865	0
